musteri_id,persona,toplam_gelir_hacmi,toplam_gider_hacmi,gelir_islem_sayisi,gelir_kaynagi_sayisi,gelir_duzenliligi,gider_gelir_orani,bakiye_trendi,fatura_odeme_duzeni,hesap_hareket_yogunlugu,klasik_skor,temerrut_olasiligi_gercek,temerrut
963,dusuk_hacim_riskli,4349.0,4668.0,3,1,0.12,1.073,-1.212,1.0,0.27,504,0.4967,0
964,ogrenci_yuksek_hacim,156495.0,89783.0,29,4,0.335,0.574,38.405,0.5,0.413,666,0.0207,1
965,stajyer_degisken_gelir,94072.0,90243.0,11,2,0.204,0.959,3.038,0.667,0.318,634,0.1743,0
966,ogrenci_yuksek_hacim,117821.0,104936.0,27,4,0.328,0.891,6.35,0.833,0.407,627,0.0547,0
967,ogrenci_yuksek_hacim,116505.0,109360.0,27,4,0.127,0.939,1.347,0.667,0.404,626,0.2655,1
968,klasik_maasli,171103.0,133479.0,6,1,1.0,0.78,0.319,0.667,0.291,850,0.4212,1
969,klasik_maasli,168418.0,139241.0,6,1,1.0,0.827,9.543,1.0,0.285,850,0.0165,0
970,dusuk_hacim_riskli,6850.0,7780.0,4,1,0.331,1.136,-5.948,0.5,0.29,506,0.8935,1
971,stajyer_degisken_gelir,108862.0,100747.0,12,2,0.316,0.925,6.335,0.5,0.328,648,0.0353,0
972,ogrenci_yuksek_hacim,108352.0,89126.0,28,4,0.418,0.823,18.074,0.333,0.415,618,0.0371,0
973,ogrenci_yuksek_hacim,119766.0,102816.0,26,4,0.531,0.858,3.665,0.167,0.406,629,0.1607,1
974,klasik_maasli,137460.0,78862.0,6,1,1.0,0.574,1.559,0.667,0.29,837,0.0089,0
975,ogrenci_yuksek_hacim,147393.0,101911.0,29,4,0.089,0.691,28.988,0.667,0.411,657,0.0151,0
976,dusuk_hacim_riskli,3955.0,4243.0,3,1,0.709,1.073,-1.752,1.0,0.276,503,0.6908,1
977,klasik_maasli,164074.0,119973.0,6,1,1.0,0.731,0.605,1.0,0.285,850,0.0469,0
978,stajyer_degisken_gelir,100800.0,90548.0,12,2,0.358,0.898,5.518,1.0,0.328,640,0.071,0
979,ogrenci_yuksek_hacim,124583.0,106580.0,27,4,0.545,0.855,6.879,1.0,0.411,634,0.0735,0
980,klasik_maasli,145305.0,82852.0,6,1,1.0,0.57,25.792,0.5,0.288,845,0.0256,0
981,ogrenci_yuksek_hacim,131404.0,72821.0,30,4,0.396,0.554,43.512,1.0,0.436,641,0.0359,0
982,stajyer_degisken_gelir,102274.0,97518.0,14,2,0.282,0.953,4.63,0.833,0.337,642,0.0134,0
983,ogrenci_yuksek_hacim,134726.0,126625.0,30,4,0.137,0.94,1.693,0.667,0.436,644,0.3372,0
984,klasik_maasli,191438.0,154014.0,6,1,1.0,0.805,0.177,0.667,0.288,850,0.0626,0
985,klasik_maasli,149968.0,120219.0,6,1,1.0,0.802,0.188,0.833,0.287,849,0.1448,0
986,ogrenci_yuksek_hacim,129626.0,78905.0,27,4,0.457,0.609,12.855,0.833,0.402,639,0.0081,0
987,klasik_maasli,203766.0,123252.0,6,1,1.0,0.605,1.364,1.0,0.287,850,0.0025,0
988,klasik_maasli,174401.0,135611.0,6,1,1.0,0.778,0.33,0.333,0.293,850,0.3188,0
989,ogrenci_yuksek_hacim,148239.0,104174.0,29,4,0.302,0.703,5.817,0.833,0.413,658,0.0603,1
990,klasik_maasli,116568.0,98164.0,6,1,1.0,0.842,16.556,0.667,0.283,816,0.0054,0
991,klasik_maasli,109312.0,65414.0,6,1,1.0,0.598,1.404,0.333,0.287,809,0.2309,0
992,stajyer_degisken_gelir,78998.0,61490.0,10,2,0.368,0.778,9.736,0.5,0.314,618,0.0283,0
993,stajyer_degisken_gelir,101321.0,83003.0,13,2,0.425,0.819,0.462,0.333,0.347,641,0.1718,0
994,klasik_maasli,196075.0,168998.0,6,1,1.0,0.862,-0.172,0.833,0.293,850,0.1135,1
995,stajyer_degisken_gelir,87151.0,53869.0,12,2,0.14,0.618,3.825,0.5,0.339,627,0.013,0
996,dusuk_hacim_riskli,1438.0,2250.0,1,1,0.0,1.565,-14.941,1.0,0.26,501,0.9925,1
997,ogrenci_yuksek_hacim,161158.0,81099.0,29,4,0.303,0.503,34.362,0.667,0.42,671,0.0695,0
998,klasik_maasli,154586.0,121514.0,6,1,1.0,0.786,18.657,1.0,0.287,850,0.0126,0
999,klasik_maasli,194182.0,143483.0,6,1,1.0,0.739,15.391,0.667,0.293,850,0.0343,0
1000,klasik_maasli,158829.0,105207.0,6,1,1.0,0.662,1.012,0.833,0.287,850,0.0082,0
1001,ogrenci_yuksek_hacim,156232.0,130629.0,27,4,0.214,0.836,12.214,0.833,0.404,666,0.0374,0
1002,klasik_maasli,122971.0,97280.0,6,1,1.0,0.791,0.263,0.667,0.295,822,0.0799,0
1003,klasik_maasli,108950.0,89377.0,6,1,1.0,0.82,0.071,1.0,0.285,808,0.0208,0
1004,ogrenci_yuksek_hacim,146871.0,73563.0,26,4,0.531,0.501,49.677,0.833,0.397,656,0.0063,0
1005,stajyer_degisken_gelir,105995.0,71649.0,14,2,0.253,0.676,1.56,0.667,0.343,645,0.035,0
1006,ogrenci_yuksek_hacim,147709.0,77565.0,29,4,0.207,0.525,16.598,0.5,0.416,657,0.0193,0
1007,stajyer_degisken_gelir,78898.0,76273.0,10,2,0.488,0.967,-0.706,0.333,0.32,618,0.4734,1
1008,klasik_maasli,169305.0,151042.0,6,1,1.0,0.892,-0.354,1.0,0.293,850,0.4827,0
1009,stajyer_degisken_gelir,85472.0,54430.0,14,2,0.313,0.637,52.392,1.0,0.333,625,0.0576,0
1010,ogrenci_yuksek_hacim,99636.0,51564.0,27,4,0.0,0.518,11.155,0.5,0.404,609,0.0203,0
1011,ogrenci_yuksek_hacim,131439.0,123110.0,30,4,0.567,0.937,1.571,0.667,0.424,641,0.0994,0
1012,stajyer_degisken_gelir,88660.0,72197.0,13,2,0.098,0.814,9.007,1.0,0.337,628,0.0485,0
1013,ogrenci_yuksek_hacim,98501.0,79313.0,27,4,0.688,0.805,10.447,1.0,0.4,608,0.0206,0
1014,stajyer_degisken_gelir,77777.0,63146.0,10,2,0.289,0.812,0.46,0.5,0.318,617,0.4769,1
1015,ogrenci_yuksek_hacim,136653.0,93282.0,26,4,0.453,0.683,10.045,0.667,0.408,646,0.0678,0
1016,stajyer_degisken_gelir,80174.0,66437.0,13,2,0.095,0.829,11.012,0.167,0.326,620,0.1641,0
1017,ogrenci_yuksek_hacim,133008.0,66521.0,26,4,0.471,0.5,20.434,0.667,0.397,643,0.004,0
1018,klasik_maasli,173836.0,163804.0,6,1,1.0,0.942,-0.653,1.0,0.29,850,0.1918,0
1019,dusuk_hacim_riskli,5399.0,5178.0,4,1,0.089,0.959,3.095,1.0,0.277,505,0.033,0
1020,klasik_maasli,186540.0,103218.0,6,1,1.0,0.553,1.668,0.667,0.287,850,0.0278,0
1021,stajyer_degisken_gelir,72851.0,67367.0,13,2,0.303,0.925,-0.338,0.667,0.333,612,0.4136,1
1022,ogrenci_yuksek_hacim,130293.0,116616.0,28,4,0.113,0.895,5.024,0.833,0.41,640,0.1391,0
1023,stajyer_degisken_gelir,88242.0,82197.0,11,2,0.257,0.931,6.778,0.5,0.311,628,0.042,1
1024,ogrenci_yuksek_hacim,109131.0,69375.0,27,4,0.412,0.636,12.667,0.833,0.424,619,0.0457,0
1025,klasik_maasli,121413.0,91965.0,6,1,1.0,0.757,13.143,0.333,0.285,821,0.0362,0
1026,ogrenci_yuksek_hacim,111220.0,85982.0,29,4,0.169,0.773,5.478,0.5,0.435,621,0.0365,0
1027,stajyer_degisken_gelir,88391.0,69607.0,10,2,0.504,0.787,21.003,0.5,0.318,628,0.0243,0
1028,ogrenci_yuksek_hacim,89373.0,78945.0,26,4,0.271,0.883,5.672,0.5,0.399,599,0.5377,0
1029,ogrenci_yuksek_hacim,111052.0,65132.0,30,4,0.29,0.587,15.389,0.167,0.424,621,0.0376,0
1030,ogrenci_yuksek_hacim,106516.0,88296.0,27,4,0.297,0.829,7.949,1.0,0.407,616,0.0592,0
1031,ogrenci_yuksek_hacim,118165.0,94194.0,26,4,0.223,0.797,15.234,1.0,0.394,628,0.0944,0
1032,stajyer_degisken_gelir,97404.0,65135.0,14,2,0.215,0.669,23.788,0.667,0.328,637,0.0467,0
1033,ogrenci_yuksek_hacim,132595.0,111241.0,28,4,0.373,0.839,7.445,0.333,0.41,642,0.1058,0
1034,ogrenci_yuksek_hacim,104835.0,74560.0,26,4,0.608,0.711,10.726,0.667,0.399,614,0.0373,0
1035,ogrenci_yuksek_hacim,98024.0,62571.0,26,4,0.598,0.638,29.294,1.0,0.399,608,0.0239,0
1036,dusuk_hacim_riskli,4529.0,4321.0,3,1,0.333,0.954,2.754,1.0,0.293,504,0.1487,0
1037,ogrenci_yuksek_hacim,111896.0,70254.0,30,4,0.271,0.628,7.952,0.5,0.421,621,0.0084,0
1038,ogrenci_yuksek_hacim,152795.0,124533.0,27,4,0.687,0.815,9.82,0.667,0.402,662,0.0109,0
1039,klasik_maasli,178626.0,141504.0,6,1,1.0,0.792,13.337,0.667,0.29,850,0.0196,0
1040,klasik_maasli,143864.0,117691.0,6,1,1.0,0.818,0.085,0.667,0.287,843,0.0414,0
1041,stajyer_degisken_gelir,103161.0,73285.0,14,2,0.348,0.71,21.199,0.5,0.358,643,0.0509,0
1042,dusuk_hacim_riskli,9996.0,9764.0,4,1,0.675,0.977,2.582,0.833,0.287,509,0.0203,0
1043,ogrenci_yuksek_hacim,112698.0,97077.0,26,4,0.39,0.861,6.11,0.667,0.397,622,0.0607,0
1044,dusuk_hacim_riskli,3882.0,4259.0,2,1,0.0,1.097,-3.154,1.0,0.261,503,0.9256,1
1045,dusuk_hacim_riskli,2828.0,2899.0,2,1,0.0,1.025,-0.412,0.833,0.263,502,0.1532,0
1046,dusuk_hacim_riskli,7448.0,6925.0,4,1,0.363,0.93,4.183,0.833,0.295,507,0.0708,0
1047,stajyer_degisken_gelir,76429.0,53309.0,11,2,0.386,0.697,0.925,1.0,0.32,616,0.1364,0
1048,stajyer_degisken_gelir,95965.0,67993.0,12,2,0.338,0.709,12.953,1.0,0.318,635,0.0047,0
1049,ogrenci_yuksek_hacim,126471.0,85373.0,26,4,0.249,0.675,10.81,0.167,0.403,636,0.0185,0
1050,klasik_maasli,168132.0,103039.0,6,1,1.0,0.613,1.323,1.0,0.29,850,0.036,0
1051,stajyer_degisken_gelir,98460.0,89486.0,11,2,0.271,0.909,0.434,0.833,0.322,638,0.1586,0
1052,klasik_maasli,199985.0,141627.0,6,1,1.0,0.708,0.747,0.5,0.287,850,0.1517,0
1053,klasik_maasli,108380.0,61593.0,6,1,1.0,0.568,1.601,1.0,0.29,808,0.0279,0
1054,ogrenci_yuksek_hacim,106032.0,56984.0,27,4,0.632,0.537,18.122,0.667,0.416,616,0.0023,0
1055,klasik_maasli,135704.0,107530.0,6,1,1.0,0.792,0.242,0.5,0.29,835,0.19,1
1056,dusuk_hacim_riskli,3603.0,3657.0,3,1,0.038,1.015,0.295,0.833,0.277,503,0.6726,1
1057,stajyer_degisken_gelir,79614.0,48714.0,11,2,0.152,0.612,23.62,0.167,0.327,619,0.0295,0
1058,stajyer_degisken_gelir,108405.0,86595.0,14,2,0.332,0.799,7.438,0.5,0.333,648,0.0453,0
1059,stajyer_degisken_gelir,86175.0,68110.0,10,2,0.42,0.79,0.163,0.833,0.32,626,0.4263,0
1060,stajyer_degisken_gelir,87667.0,53733.0,10,2,0.574,0.613,2.674,0.167,0.325,627,0.0077,0
1061,dusuk_hacim_riskli,5461.0,4986.0,3,1,0.756,0.913,4.098,0.667,0.279,505,0.0082,0
1062,klasik_maasli,180615.0,101991.0,6,1,1.0,0.565,1.601,0.833,0.3,850,0.0489,1
1063,stajyer_degisken_gelir,75263.0,62769.0,9,2,0.377,0.834,0.199,0.833,0.318,615,0.1177,0
1064,klasik_maasli,176815.0,97862.0,6,1,1.0,0.553,1.681,0.833,0.297,850,0.0125,0
1065,dusuk_hacim_riskli,1410.0,2255.0,1,1,0.0,1.599,-15.588,0.833,0.274,501,0.8294,1
1066,klasik_maasli,149135.0,119608.0,6,1,1.0,0.802,0.184,0.833,0.291,849,0.0641,0
1067,ogrenci_yuksek_hacim,148358.0,89380.0,27,4,0.257,0.602,18.268,0.833,0.404,658,0.0156,0
1068,klasik_maasli,158426.0,92053.0,6,1,1.0,0.581,1.506,1.0,0.291,850,0.0094,0
1069,ogrenci_yuksek_hacim,119341.0,110202.0,29,4,0.373,0.923,6.137,0.833,0.42,629,0.019,0
1070,klasik_maasli,205531.0,178446.0,6,1,1.0,0.868,-0.212,0.667,0.285,850,0.6243,1
1071,stajyer_degisken_gelir,98036.0,81231.0,11,2,0.451,0.829,0.191,0.667,0.348,638,0.4197,1
1072,klasik_maasli,124390.0,95852.0,6,1,1.0,0.771,0.385,0.333,0.297,824,0.2112,0
1073,dusuk_hacim_riskli,7809.0,8141.0,4,1,0.52,1.043,-0.673,0.833,0.29,507,0.1937,0
1074,stajyer_degisken_gelir,81518.0,64238.0,11,2,0.426,0.788,0.587,0.333,0.315,621,0.115,0
1075,stajyer_degisken_gelir,109638.0,105314.0,12,2,0.324,0.961,-0.462,0.833,0.326,649,0.2345,0
1076,ogrenci_yuksek_hacim,144113.0,98913.0,29,4,0.307,0.686,17.891,0.5,0.416,654,0.0563,0
1077,ogrenci_yuksek_hacim,101702.0,64015.0,28,4,0.208,0.629,51.585,1.0,0.41,611,0.0046,0
1078,ogrenci_yuksek_hacim,104163.0,88669.0,26,4,0.441,0.851,3.454,0.833,0.399,614,0.0347,0
1079,ogrenci_yuksek_hacim,110886.0,62302.0,25,4,0.605,0.562,35.093,0.333,0.407,620,0.0871,0
1080,ogrenci_yuksek_hacim,116242.0,83769.0,29,4,0.148,0.721,13.562,0.167,0.411,626,0.05,0
1081,stajyer_degisken_gelir,91165.0,80746.0,13,2,0.269,0.886,5.91,1.0,0.326,631,0.1545,0
1082,ogrenci_yuksek_hacim,137086.0,95448.0,28,4,0.188,0.696,16.274,0.667,0.41,647,0.0169,0
1083,ogrenci_yuksek_hacim,155535.0,132083.0,30,4,0.185,0.849,5.502,0.167,0.426,665,0.1777,1
1084,dusuk_hacim_riskli,1833.0,2409.0,1,1,0.0,1.314,-10.314,0.667,0.274,501,0.9558,1
1085,ogrenci_yuksek_hacim,113836.0,86958.0,27,4,0.218,0.764,10.738,1.0,0.414,623,0.0137,0
1086,klasik_maasli,130895.0,99618.0,6,1,1.0,0.761,0.432,0.833,0.288,830,0.089,0
1087,ogrenci_yuksek_hacim,143755.0,73126.0,29,4,0.172,0.509,22.082,1.0,0.416,653,0.0066,0
1088,klasik_maasli,143659.0,98999.0,6,1,1.0,0.689,31.155,0.5,0.283,843,0.0067,0
1089,klasik_maasli,171650.0,154847.0,6,1,1.0,0.902,-0.41,1.0,0.291,850,0.2002,0
1090,stajyer_degisken_gelir,80443.0,63786.0,9,2,0.437,0.793,0.547,1.0,0.309,620,0.1368,0
1091,ogrenci_yuksek_hacim,127604.0,111008.0,27,4,0.379,0.87,6.856,1.0,0.407,637,0.0304,1
1092,ogrenci_yuksek_hacim,157315.0,95648.0,27,4,0.123,0.608,15.685,0.667,0.424,667,0.1,0
1093,ogrenci_yuksek_hacim,133160.0,101480.0,30,4,0.128,0.762,24.157,0.5,0.426,643,0.1083,0
1094,klasik_maasli,159566.0,95849.0,6,1,1.0,0.601,1.387,0.5,0.293,850,0.0131,0
1095,ogrenci_yuksek_hacim,112170.0,64791.0,29,4,0.333,0.578,27.132,0.667,0.42,622,0.0067,0
1096,klasik_maasli,186830.0,167244.0,6,1,1.0,0.895,-0.37,0.667,0.285,850,0.2652,0
1097,stajyer_degisken_gelir,94996.0,61309.0,12,2,0.049,0.645,45.324,1.0,0.326,634,0.0015,0
1098,ogrenci_yuksek_hacim,121227.0,87373.0,29,4,0.113,0.721,18.902,1.0,0.416,631,0.0206,0
1099,dusuk_hacim_riskli,4747.0,4988.0,2,1,0.0,1.051,-1.161,0.667,0.269,504,0.8485,1
1100,stajyer_degisken_gelir,98486.0,73034.0,10,2,0.461,0.742,25.806,1.0,0.314,638,0.0381,0
1101,ogrenci_yuksek_hacim,121305.0,68221.0,29,4,0.227,0.562,43.399,0.5,0.411,631,0.0378,0
1102,dusuk_hacim_riskli,1245.0,2250.0,2,1,0.0,1.807,-18.725,0.667,0.269,501,0.9975,1
1103,klasik_maasli,141831.0,99722.0,6,1,1.0,0.703,0.788,0.5,0.293,841,0.0234,0
1104,klasik_maasli,157540.0,127653.0,6,1,1.0,0.81,0.131,0.833,0.295,850,0.0519,1
1105,klasik_maasli,187326.0,145255.0,6,1,1.0,0.775,0.346,0.833,0.297,850,0.1161,0
1106,stajyer_degisken_gelir,83186.0,55540.0,13,2,0.0,0.668,30.008,1.0,0.326,623,0.0159,0
1107,klasik_maasli,163975.0,101457.0,6,1,1.0,0.619,20.53,1.0,0.288,850,0.0123,0
1108,stajyer_degisken_gelir,89726.0,83117.0,11,2,0.369,0.926,-0.398,0.667,0.333,629,0.6192,0
1109,ogrenci_yuksek_hacim,114921.0,65542.0,29,4,0.391,0.57,12.902,0.5,0.418,624,0.0102,0
1110,klasik_maasli,201803.0,142003.0,6,1,1.0,0.704,0.778,0.833,0.295,850,0.0419,0
1111,stajyer_degisken_gelir,92083.0,55316.0,11,2,0.314,0.601,33.974,0.333,0.322,632,0.1506,0
1112,klasik_maasli,178810.0,159455.0,6,1,1.0,0.892,7.16,1.0,0.298,850,0.0474,0
1113,dusuk_hacim_riskli,3276.0,3310.0,2,1,0.0,1.01,0.375,0.333,0.266,503,0.3046,1
1114,dusuk_hacim_riskli,6467.0,7037.0,4,1,0.281,1.088,-1.425,0.833,0.282,506,0.8437,1
1115,dusuk_hacim_riskli,2503.0,2704.0,3,1,0.897,1.08,-2.961,1.0,0.276,502,0.9532,1
1116,klasik_maasli,128821.0,115876.0,6,1,1.0,0.9,-0.394,0.167,0.297,828,0.1991,0
1117,klasik_maasli,131338.0,116580.0,6,1,1.0,0.888,-0.322,0.5,0.285,831,0.3382,0
1118,stajyer_degisken_gelir,95170.0,81476.0,14,2,0.385,0.856,9.229,0.167,0.345,635,0.0406,0
1119,klasik_maasli,199131.0,121746.0,6,1,1.0,0.611,1.335,0.833,0.309,850,0.0034,0
1120,dusuk_hacim_riskli,5667.0,5939.0,4,1,0.37,1.048,-1.312,0.667,0.287,505,0.7416,1
1121,stajyer_degisken_gelir,75012.0,74534.0,12,2,0.361,0.994,-0.951,0.333,0.32,615,0.6555,1
1122,ogrenci_yuksek_hacim,116392.0,96885.0,28,4,0.247,0.832,12.494,0.667,0.41,626,0.0334,0
1123,stajyer_degisken_gelir,95828.0,59804.0,15,2,0.104,0.624,5.727,0.833,0.333,635,0.006,0
1124,dusuk_hacim_riskli,5705.0,5786.0,4,1,0.35,1.014,0.557,0.833,0.283,505,0.4044,1
1125,dusuk_hacim_riskli,3703.0,4017.0,3,1,0.39,1.085,-2.621,0.833,0.267,503,0.8253,0
1126,stajyer_degisken_gelir,103520.0,101725.0,14,2,0.358,0.983,-0.568,1.0,0.337,643,0.6089,1
1127,klasik_maasli,113335.0,107112.0,6,1,1.0,0.945,-0.674,0.667,0.291,813,0.2624,0
1128,dusuk_hacim_riskli,5478.0,5469.0,4,1,0.308,0.998,-0.992,0.5,0.287,505,0.6439,1
1129,ogrenci_yuksek_hacim,137172.0,90608.0,29,4,0.449,0.661,16.46,1.0,0.418,647,0.0152,0
1130,stajyer_degisken_gelir,81461.0,53029.0,11,2,0.237,0.651,22.72,1.0,0.313,621,0.0294,0
1131,stajyer_degisken_gelir,69567.0,49035.0,11,2,0.02,0.705,18.931,0.833,0.322,609,0.0295,0
1132,dusuk_hacim_riskli,7701.0,7175.0,4,1,0.591,0.932,3.313,1.0,0.278,507,0.0798,0
1133,dusuk_hacim_riskli,740.0,2250.0,1,1,0.0,3.041,-28.627,0.833,0.257,500,1.0,1
1134,ogrenci_yuksek_hacim,100296.0,93323.0,30,4,0.112,0.93,1.849,0.833,0.441,610,0.2211,0
1135,stajyer_degisken_gelir,99403.0,91275.0,11,2,0.303,0.918,8.667,0.833,0.315,639,0.1423,1
1136,ogrenci_yuksek_hacim,112397.0,62634.0,26,4,0.274,0.557,11.856,0.0,0.401,622,0.0963,0
1137,ogrenci_yuksek_hacim,148004.0,130322.0,25,4,0.386,0.881,7.78,1.0,0.405,658,0.0626,0
1138,klasik_maasli,142286.0,89944.0,6,1,1.0,0.632,1.199,0.5,0.298,842,0.0301,0
1139,klasik_maasli,168124.0,137688.0,6,1,1.0,0.819,0.086,0.0,0.287,850,0.2667,0
1140,ogrenci_yuksek_hacim,96443.0,82243.0,27,4,0.269,0.853,7.701,0.833,0.407,606,0.0356,0
1141,ogrenci_yuksek_hacim,160422.0,85562.0,28,4,0.261,0.533,30.049,0.167,0.427,670,0.0053,0
1142,klasik_maasli,124264.0,87804.0,6,1,1.0,0.707,0.767,0.5,0.285,824,0.2932,0
1143,klasik_maasli,198990.0,164847.0,6,1,1.0,0.828,0.035,1.0,0.298,850,0.0783,0
1144,klasik_maasli,188213.0,164661.0,6,1,1.0,0.875,-0.25,1.0,0.293,850,0.1898,1
1145,stajyer_degisken_gelir,109347.0,91173.0,14,2,0.184,0.834,1.419,1.0,0.351,649,0.122,0
1146,dusuk_hacim_riskli,6306.0,6227.0,4,1,0.772,0.987,1.591,1.0,0.283,506,0.0646,0
1147,dusuk_hacim_riskli,3281.0,3142.0,2,1,0.0,0.958,2.747,0.667,0.264,503,0.0978,0
1148,klasik_maasli,182537.0,172609.0,6,1,1.0,0.946,-0.675,0.167,0.287,850,0.5578,1
1149,dusuk_hacim_riskli,4575.0,4758.0,3,1,0.873,1.04,-0.46,0.5,0.271,504,0.5494,1
1150,klasik_maasli,204878.0,153081.0,6,1,1.0,0.747,0.516,0.833,0.285,850,0.0633,0
1151,klasik_maasli,142974.0,113047.0,6,1,1.0,0.791,0.25,1.0,0.287,842,0.0898,0
1152,ogrenci_yuksek_hacim,147888.0,116058.0,28,4,0.305,0.785,9.868,1.0,0.412,657,0.1547,0
1153,klasik_maasli,185319.0,120500.0,6,1,1.0,0.65,1.099,0.5,0.287,850,0.0257,0
1154,ogrenci_yuksek_hacim,100733.0,65196.0,26,4,0.254,0.647,8.301,0.5,0.406,610,0.0243,0
1155,stajyer_degisken_gelir,93737.0,80455.0,12,2,0.219,0.858,0.024,0.667,0.329,633,0.5636,1
1156,klasik_maasli,158525.0,95886.0,6,1,1.0,0.605,1.389,0.833,0.287,850,0.1227,0
1157,stajyer_degisken_gelir,103880.0,77898.0,11,2,0.358,0.75,15.394,0.833,0.327,643,0.0814,0
1158,klasik_maasli,207067.0,186502.0,6,1,1.0,0.901,-0.405,1.0,0.287,850,0.3804,0
1159,klasik_maasli,203293.0,184870.0,6,1,1.0,0.909,-0.459,1.0,0.291,850,0.2234,0
1160,dusuk_hacim_riskli,4592.0,4820.0,3,1,0.554,1.05,-0.547,1.0,0.267,504,0.5816,1
1161,stajyer_degisken_gelir,118482.0,81136.0,14,2,0.192,0.685,24.196,0.5,0.345,658,0.1049,0
1162,ogrenci_yuksek_hacim,134206.0,104237.0,30,4,0.105,0.777,7.327,0.667,0.429,644,0.1451,0
1163,stajyer_degisken_gelir,87439.0,55058.0,9,2,0.448,0.63,29.354,1.0,0.31,627,0.062,0
1164,klasik_maasli,132803.0,93515.0,6,1,1.0,0.704,0.773,0.833,0.285,832,0.0277,0
1165,ogrenci_yuksek_hacim,134610.0,73157.0,29,4,0.199,0.543,19.457,0.167,0.413,644,0.0473,1
1166,ogrenci_yuksek_hacim,130264.0,117876.0,28,4,0.089,0.905,0.731,0.667,0.41,640,0.4657,0
1167,klasik_maasli,200935.0,122249.0,6,1,1.0,0.608,41.982,0.333,0.283,850,0.0087,0
1168,dusuk_hacim_riskli,7038.0,8244.0,3,1,0.51,1.171,-6.228,0.333,0.273,507,0.8824,1
1169,dusuk_hacim_riskli,7746.0,6992.0,4,1,0.284,0.903,6.266,0.667,0.293,507,0.0621,0
1170,ogrenci_yuksek_hacim,145578.0,123133.0,30,4,0.263,0.846,4.809,1.0,0.419,655,0.027,0
1171,stajyer_degisken_gelir,102003.0,95598.0,12,2,0.437,0.937,3.983,0.333,0.333,642,0.0624,0
1172,dusuk_hacim_riskli,7054.0,7470.0,3,1,0.164,1.059,-1.59,0.0,0.27,507,0.8224,0
1173,ogrenci_yuksek_hacim,154458.0,94508.0,29,4,0.142,0.612,23.691,0.667,0.416,664,0.0256,0
1174,stajyer_degisken_gelir,60550.0,55409.0,10,2,0.159,0.915,6.13,1.0,0.307,600,0.0189,0
1175,ogrenci_yuksek_hacim,101250.0,82853.0,26,4,0.282,0.818,7.74,0.833,0.425,611,0.0665,0
1176,klasik_maasli,209559.0,136589.0,6,1,1.0,0.652,1.087,1.0,0.288,850,0.0601,0
1177,klasik_maasli,136526.0,102334.0,6,1,1.0,0.75,0.496,0.5,0.287,836,0.2058,0
1178,ogrenci_yuksek_hacim,99897.0,62393.0,28,4,0.347,0.625,10.787,1.0,0.417,609,0.0234,0
1179,dusuk_hacim_riskli,3345.0,3202.0,2,1,0.0,0.957,3.784,0.333,0.261,503,0.2519,0
1180,stajyer_degisken_gelir,99397.0,99174.0,11,2,0.404,0.998,-0.984,0.833,0.318,639,0.3582,1
1181,stajyer_degisken_gelir,75194.0,55411.0,9,2,0.399,0.737,11.334,1.0,0.316,615,0.0082,0
1182,dusuk_hacim_riskli,6061.0,5846.0,3,1,0.151,0.965,2.712,0.0,0.268,506,0.2926,1
1183,stajyer_degisken_gelir,61977.0,46967.0,9,2,0.321,0.758,4.697,0.333,0.31,601,0.1085,0
1184,klasik_maasli,170687.0,108756.0,6,1,1.0,0.637,25.107,0.5,0.285,850,0.0035,0
1185,klasik_maasli,131625.0,78489.0,6,1,1.0,0.596,1.427,0.667,0.288,831,0.0607,1
1186,klasik_maasli,187580.0,104318.0,6,1,1.0,0.556,41.438,0.0,0.285,850,0.0052,0
1187,stajyer_degisken_gelir,115403.0,79361.0,15,2,0.284,0.688,14.657,0.333,0.337,655,0.1292,0
1188,ogrenci_yuksek_hacim,151026.0,98472.0,28,4,0.164,0.652,16.624,0.667,0.408,661,0.0881,0
1189,stajyer_degisken_gelir,97955.0,65139.0,13,2,0.317,0.665,2.936,0.167,0.337,637,0.0431,0
1190,ogrenci_yuksek_hacim,117170.0,89830.0,28,4,0.12,0.767,8.56,0.5,0.408,627,0.0425,0
1191,klasik_maasli,108326.0,71368.0,6,1,1.0,0.659,1.058,0.667,0.287,808,0.0472,0
1192,stajyer_degisken_gelir,106176.0,93031.0,13,2,0.28,0.876,5.539,0.667,0.331,646,0.0134,0
1193,ogrenci_yuksek_hacim,142553.0,84067.0,27,4,0.158,0.59,23.538,0.667,0.411,652,0.0623,0
1194,ogrenci_yuksek_hacim,147441.0,110625.0,27,4,0.281,0.75,14.052,1.0,0.407,657,0.0252,0
1195,ogrenci_yuksek_hacim,148326.0,74464.0,26,4,0.0,0.502,23.803,1.0,0.403,658,0.016,0
1196,dusuk_hacim_riskli,7347.0,8315.0,4,1,0.699,1.132,-2.923,0.833,0.272,507,0.5636,1
1197,dusuk_hacim_riskli,5240.0,5428.0,3,1,0.377,1.036,-0.477,1.0,0.267,505,0.8072,1
1198,klasik_maasli,196117.0,120779.0,6,1,1.0,0.616,1.316,0.667,0.293,850,0.0539,0
1199,klasik_maasli,193409.0,156702.0,6,1,1.0,0.81,0.136,1.0,0.288,850,0.1767,0
1200,stajyer_degisken_gelir,78661.0,51083.0,9,2,0.466,0.649,18.065,0.833,0.305,618,0.017,0
